X,Y,objectid,facility_name,facility_type,licensee,address,city,state,island,phone,license_num,license_exp,males,females,capacity,amb_type,wheelchair_appr,diet_type
-157.997832951378,21.3883064539182,432,Tangonan Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Edna Tangonan,94-228 Moena Place,Waipahu,Hawaii,Oahu,8086869357,1407-C,2022/08/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.961385251871,21.4061350866498,433,Tanisue Care Home,Type I Expanded Adult Residential Care Home,Clarisa Tanisue,1615 Hoolana Street,Pearl City,Hawaii,Oahu,8084559217,1469-C,2021/12/31 00:00:00+00,2,1,5,Ambulatory,Yes,Special
-157.994619532584,21.3927050331357,434,Tender Loving Care,Type I  Adult Residential Care Home,Jovita Ibon,94-1227 Kahuanui Street,Waipahu,Hawaii,Oahu,8086710695,1124-C,2022/02/28 00:00:00+00,0,0,5,Fully Ambulatory,No,Regular
-157.872789570053,21.3436599233954,435,"Tender Loving Care G. Care Home, LLC",Type I Expanded Adult Residential Care Home,Grace Fernim,1730 Kilohi Street,Honolulu,Hawaii,Oahu,8088450742,1620-C,2021/11/30 00:00:00+00,5,5,5,Ambulatory,No,Regular
-157.750123040585,21.4172868203668,436,The Paperbark House,Type I Expanded Adult Residential Care Home,Ian Taylor,1038 Mokapu Boulevard,Kailua,Hawaii,Oahu,8082863274,1592-C,2022/07/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.969517766123,21.3906341198028,437,TJ Factora Care Home,Type I Expanded Adult Residential Care Home,Tessie Factora,830 Second Street,Pearl City,Hawaii,Oahu,8084566084,1520-C,2022/11/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.919859943744,21.3860672217478,438,"TLC Ohana Hale, Inc.",Type I Expanded Adult Residential Care Home,Lilibeth Caoile,99-019 Kealakaha Drive,Aiea,Hawaii,Oahu,8082551151,1434-C,2022/11/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-158.02342039701,21.5118517881015,439,Ugalino ARCH,Type I  Adult Residential Care Home,Josefina Ugalino,1017 Ehoeho Avenue,Wahiawa,Hawaii,Oahu,8086216174,882-C,2021/12/31 00:00:00+00,1,1,5,Fully Ambulatory,No,Special
-157.856584499874,21.3472080003538,440,"Ulep, Juanita",Type I  Adult Residential Care Home,Juanita Ulep,2817 Nihi Street,Honolulu,Hawaii,Oahu,8088451459,836-C,2022/10/31 00:00:00+00,0,0,5,Ambulatory,No,Special
-157.925205711546,21.3648932389793,441,"United Family Care Home, LLC",Type I Expanded Adult Residential Care Home,Helen Go,1328 Molehu Drive,Honolulu,Hawaii,Oahu,8084211775,1143-C,2022/08/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.992956382317,21.403262106975,442,Valdez Care Home,Type I Expanded Adult Residential Care Home,Minda Valdez,94-1031 Lumiauau Street,Waipahu,Hawaii,Oahu,8086775398,751-C,2022/01/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.963670607148,21.4126506341319,443,"Valley View Pearl City, LLC",Type I Expanded Adult Residential Care Home,Carol Fardal,944 Maiha Circle,Pearl City,Hawaii,Oahu,8086645701,1380-C,2022/09/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.963355672898,21.4073521389853,444,"Valley View, Pearl City, LLC",Type I Expanded Adult Residential Care Home,Hiedi Lorraine Halbert,1644 Hoohalike Street,Pearl City,Hawaii,,,1642-C,2022/01/31 00:00:00+00,,,5,,No,
-157.994102397533,21.3924041450222,445,Vargas Care Home,Type I Expanded Adult Residential Care Home,Levy Vargas,94-296 Kahuahele Street,Waipahu,Hawaii,Oahu,8086712088,521-C,2022/02/28 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.879167143752,21.3396336452078,446,Veronica Esteban Care Home,Type I  Adult Residential Care Home,Veronica Esteban,1342 Kamehameha IV Road,Honolulu,Hawaii,Oahu,8088883402,297-C,2022/04/30 00:00:00+00,1,0,5,Ambulatory,No,Special
-157.913905500218,21.3845940000056,447,Vicky's,Type I  Adult Residential Care Home,Victoria Eischen,99-1002-D Puumakani Street,Aiea,Hawaii,Oahu,8084880504,547-C,2022/11/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.866881819363,21.3412142523866,448,Victoria,Type I  Adult Residential Care Home,Elena Ragasa,1705 Ema Place,Honolulu,Hawaii,Oahu,8088451820,1054-C,2022/06/30 00:00:00+00,1,0,4,Ambulatory,No,Special
-157.998915556187,21.3969383967451,449,Victoria Expanded Care Home LLC,Type I Expanded Adult Residential Care Home,Vicky Bagain,94-1381 Hiaai Place,Waipahu,Hawaii,Oahu,8086717308,319-C,2022/07/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-158.033207004762,21.3862882838181,450,Victoria Gabriella Care Home,Type I  Adult Residential Care Home,Aida Rufo,94-100 Kauweke Place,Waipahu,Hawaii,Oahu,8087826184,1540-C,2022/01/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.00434352944,21.3962201129235,451,"Viernes, May G.",Type I  Adult Residential Care Home,May Viernes,94-1184 Hina Street,Waipahu,Hawaii,Oahu,8086764787,1243-C,2022/02/28 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.993059067914,21.392946534379,452,Vilas Home Care Inc,Type I Expanded Adult Residential Care Home,Anabel Vila,94-1254 Kahuaina Street,Waipahu,Hawaii,Oahu,8088886489,1572-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.910072381389,21.3475499149735,453,Vilas Home Care Inc II,Type I Expanded Adult Residential Care Home,Anabel Vila,5119 B Likini Street,Honolulu,Hawaii,Oahu,8088886489,1601-C,2022/01/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.86189174973,21.3506511334221,454,Vilas Home Care Inc. III,Type I Expanded Adult Residential Care Home,Anabel Vila,2435 Kula Kolea Drive,Honolulu,Hawaii,Oahu,8088886489,1640-C,2021/12/31 00:00:00+00,,,5,,No,
-158.033193962283,21.3862549778368,455,Village Park Adult Residential Care Home,Type I  Adult Residential Care Home,Marilou Peralta,94-101 Kauweke Place,Waipahu,Hawaii,Oahu,8086773520,1551-C,2022/04/30 00:00:00+00,3,3,4,Ambulatory,No,Special
-158.018814710764,21.3827724599517,456,"Villar, Marylin",Type I  Adult Residential Care Home,Marylin Villar,94-242 Pupukahi Street,Waipahu,Hawaii,Oahu,8086781482,876-C,2022/02/28 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.923197999807,21.3510779998565,457,"Violet's Care Home, Inc.",Type I Expanded Adult Residential Care Home,Violet Sadural,1104 Wiliki Drive,Honolulu,Hawaii,Oahu,8084230553,1167-C,2022/05/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.815176167255,21.2918067678818,458,Waialae Senior Living,Type I  Adult Residential Care Home,Jane Takebayashi,2945 Kalei Road,Honolulu,Hawaii,Oahu,8089416960,1553-C,2022/07/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.815176167255,21.2918067678818,459,Waialae Senior Living 2,Type I  Adult Residential Care Home,Jane Takebayashi,2945-A Kalei Road,Honolulu,Hawaii,Oahu,8084885521,1571-C,2022/10/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-159.381621055943,22.0561186168786,460,Wailua Ohana Inc.,Type I  Adult Residential Care Home,Debra Apor-Bahnmiller,187 Lihau Street,Kapaa,Hawaii,Kauai,8088238004,1569-C,2022/10/31 00:00:00+00,2,2,4,Ambulatory,Yes,Special
-158.003243999981,21.3941790001375,461,Waipahu Hale,Type I Expanded Adult Residential Care Home,Aga Antonio,94-1201 Huakai Street,Waipahu,Hawaii,Oahu,8086771424,1454-C,2021/12/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.853301799988,21.3489942838156,462,Weber's,Type I Expanded Adult Residential Care Home,Weber Perla,3056 Nihi Street,Honolulu,Hawaii,Oahu,8088432061,1285-C,2022/02/28 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.751952023084,21.4253362473268,463,Wilson Senior Living Kailua,Type II Adult Residential Care Home,Shelley Wilson,96 Kaneohe Bay Drive,Kailua,Hawaii,Oahu,8082537460,1513-C,2022/06/30 00:00:00+00,22,22,22,Ambulatory,Yes,Special
-157.795784702464,21.2790987763942,464,Winmax Senior Care L.L.C.,Type II Expanded Adult Residential Care Home,Paul Dold,3808 Harding Avenue,Honolulu,Hawaii,Oahu,8084400560,1313-C,2022/07/31 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-158.015781716773,21.3829263712156,465,Wisdom Home Care LLC,Type I Expanded Adult Residential Care Home,Maricor Dela Cruz,94-234 Waikele Road,Waipahu,Hawaii,Oahu,8083835409,1633-C,2022/03/31 00:00:00+00,,,4,,No,Special
-157.795550999838,21.3898409996486,466,Yamashiro Care Home L.L.C.,Type I Expanded Adult Residential Care Home,Vivian Yamashiro,45-386 Kamehameha Highway,Kaneohe,Hawaii,Oahu,8082852604,1412-C,2021/12/31 00:00:00+00,1,3,5,Ambulatory,Yes,Special
-157.810113255834,21.2806976030489,467,Yaying House Inc.,Type I Expanded Adult Residential Care Home,Yaying Liu,3285 Olu Street,Honolulu,Hawaii,Oahu,8087378307,1376-C,2022/06/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.923035999692,21.358421999898,468,Yolanda Razon-Collo,Type I Expanded Adult Residential Care Home,Yolanda Razon-Collo,4345 Likini Street,Honolulu,Hawaii,Oahu,8084227881,1117-C,2022/10/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.965515454436,21.4123714566812,469,Yoon's Care Home,Type I Expanded Adult Residential Care Home,Yoon Young,1754 Komo Mai Drive,Pearl City,Hawaii,Oahu,8083921091,1517-C,2022/08/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.959840472149,21.3971752129717,470,"Zen Residences, L.L.C.",Type I Expanded Adult Residential Care Home,Agbunag Jarrah,432 Hoomalu Street,Pearl City,Hawaii,Oahu,8083885285,1460-C,2022/06/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-158.129013792088,21.5783728022653,471,Zenaida's,Type I  Adult Residential Care Home,Zenaida Rivera,67-435 Kukea Circle,Waialua,Hawaii,Oahu,8086379770,488-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
