OBJECTID_1,OBJECTID,permit_no,PROJTITLE,START_DATE,FINISH_DAT,STREET_NAM,PAVED_DATE,SHAPE_Length
117,1362,08-0588-3735,"Rehabilitation of Streets, Unit 6 (Liliha Street and Kamehameha IV Road)",2015/06/15 00:00:00+00,2016/09/19 00:00:00+00,Kamehameha IV Rd,2015/12/01 00:00:00+00,0.00160949198030914
118,1363,14-0331-12694,"Rehabilitation of Localized Streets, Phase 13F (Kaneohe Area: Keapuka)",2016/03/07 00:00:00+00,2018/01/13 00:00:00+00,Halekou Rd,2018/03/29 00:00:00+00,0.00119452076413414
119,1364,09-0771-12028,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Lunanui St,2013/02/07 00:00:00+00,0.00165113742361588
120,1365,10-0009-12569,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Meahou St,2013/03/18 00:00:00+00,0.000749702009491994
121,1366,13-0342-11357,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Wanaao Rd,2014/04/10 00:00:00+00,0.0011085734903503
122,1367,13-0193-10152,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Hahaione St,2015/05/21 00:00:00+00,0.00278906918096888
123,1368,06-0577-12746,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pikoiloa Pl,,0.00076045983671159
124,1369,13-0193-10173,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Kumukahi Pl,2015/03/18 00:00:00+00,0.00129182365448883
125,1370,11-0011-10097,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Lawelawe St,2014/03/17 00:00:00+00,0.000908078662656976
126,1371,14-0553-13246,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Lakoloa Pl,2015/05/07 00:00:00+00,0.000754647003023908
127,1372,13-0342-11353,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Punua Pl,2014/04/17 00:00:00+00,0.00101394871191666
128,1373,10-0401-9561,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Alo Pl,2013/11/08 00:00:00+00,0.00068335578956266
129,1375,10-0401-9715,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Wehewehe Lp,2013/10/23 00:00:00+00,0.00383226818698725
130,1376,11-0011-10058,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Kamole St,2014/06/10 00:00:00+00,0.000651010532398472
131,1377,09-0624-6204,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Awiki St,2013/10/18 00:00:00+00,0.00200287497925176
132,1378,13-0194-10279,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Kamehame Dr,2015/03/31 00:00:00+00,0.00511691332337294
133,1379,13-0342-11219,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Maunawili Rd,2014/03/06 00:00:00+00,0.00174071261382474
134,1380,13-0193-10182,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Pepeekeo St,2015/03/10 00:00:00+00,0.0025269723046694
135,1381,13-0195-9984,"Rehabilitation of Localized Streets, Phase 11D (Portlock)",2015/03/09 00:00:00+00,2016/03/07 00:00:00+00,Paliku St,2015/08/05 00:00:00+00,0.000669363179327434
136,1382,09-0598-6420,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Rycroft St,2013/01/28 00:00:00+00,0.000783330861916118
137,1383,13-0342-11343,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Papalani St,2014/04/15 00:00:00+00,0.000929966937693502
138,1384,11-0169-10685,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,S Cane St,2013/07/17 00:00:00+00,0.000789974567696833
139,1385,11-0011-10066,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Nalulu Pl,2014/05/21 00:00:00+00,0.00174667391476874
140,1386,10-0401-9642,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lehuakona St,2013/11/15 00:00:00+00,0.00250750991212374
141,1388,11-0169-10563,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Alai Pl,2013/07/08 00:00:00+00,0.000364386103993405
142,1389,10-0402-11006,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ilikala Pl,2013/05/24 00:00:00+00,0.001764128678828
143,1390,14-0553-13032,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Aupuni St,2015/07/15 00:00:00+00,0.000679268431675703
144,1391,11-0169-10721,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Uakanikoo Pl,2013/04/26 00:00:00+00,0.000890434664356867
145,1392,10-0130-11443,"Rehabilitation of Streets Unit 72 (Concrete Roads in the Honolulu Area, Part 2)",2015/07/15 00:00:00+00,2016/09/02 00:00:00+00,Kamuela Pl,2016/04/20 00:00:00+00,0.00115827036358659
146,1393,13-0342-11259,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Akake Way,2014/03/31 00:00:00+00,0.000330148685252185
147,1394,10-0464-13948,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Aipoola St,2016/06/06 00:00:00+00,0.000681052196239846
148,1395,06-0577-12784,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pua Inia St,2017/07/19 00:00:00+00,0.000883371089056839
149,1396,10-0401-9638,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lauaki St,2013/11/18 00:00:00+00,0.00064443860579303
150,1397,10-0401-9669,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Newe Pl,2013/11/08 00:00:00+00,0.000669580415280132
151,1398,13-0959-12934,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Kiu Pl,2015/09/09 00:00:00+00,0.000536673578326304
152,1399,13-0193-10217,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Kapapala Pl,2015/02/09 00:00:00+00,0.00126365535792334
153,1400,14-0103-12846,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Wailehua Rd,2016/09/22 00:00:00+00,0.00092186538152251
154,1401,13-0959-12931,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Kahana St,2015/08/20 00:00:00+00,0.00166200949979973
155,1402,14-0553-13035,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Hala Dr,2015/07/07 00:00:00+00,0.00100922750098544
156,1403,13-0562-13714,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Maluhia St,2015/09/17 00:00:00+00,0.000401626171004708
157,1404,11-0169-10621,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Kolekole Dr,2013/07/26 00:00:00+00,0.00102339976143041
158,1405,10-0402-10927,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Hinalea St,2013/07/26 00:00:00+00,0.00110918151259656
159,1407,13-0342-11318,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Kahili St,2014/04/29 00:00:00+00,0.00137344516574074
160,1408,10-0401-9701,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Waimakua Dr,2013/09/26 00:00:00+00,0.00246364065301351
161,1409,10-0401-9678,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Pohina Pl,2013/11/07 00:00:00+00,0.000546719349622904
162,1410,10-0401-9600,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Kahela St,2013/10/08 00:00:00+00,0.000669483593802315
163,1411,13-0194-10286,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Ahukini St,2015/02/11 00:00:00+00,0.000455146386692184
164,1412,09-0771-11987,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Papipi Rd,2013/01/09 00:00:00+00,0.00233731503591722
165,1413,11-0011-10064,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Lalea Pl,2014/05/14 00:00:00+00,0.000758283977121262
166,1414,14-0553-13304,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,McCandless Ln,2015/06/02 00:00:00+00,0.00108945619281924
167,1415,07-0169-3585,"Rehabilitation of Streets, Unit 47 (Waipio Gentry Area)",2014/02/03 00:00:00+00,2014/11/29 00:00:00+00,Waipio Uka St,2014/10/03 00:00:00+00,0.000847868156387001
168,1416,06-0577-12887,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Wailele Rd,,0.00189284844075534
169,1417,13-0194-10296,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Kalanipuu St,2015/02/12 00:00:00+00,0.000708214471097684
170,1418,08-0586-3718,"Rehabilitation of Streets, Unit 56 (Kailua Area)",2013/02/11 00:00:00+00,2018/12/18 00:00:00+00,Akalani Lp,2013/08/31 00:00:00+00,0.00247857835645069
171,1419,11-0011-10072,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Poola St,2014/05/08 00:00:00+00,0.000755294386400795
172,1420,10-0009-12580,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Haloku St,2013/06/26 00:00:00+00,0.000710775834765161
173,1421,13-0342-11271,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Akiahala St,2014/03/24 00:00:00+00,0.00121495979136501
174,1422,09-0624-6299,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Mahinahou Pl,2013/11/26 00:00:00+00,0.000865993480058544
175,1424,14-1315-12678,"Rehabilitation of Localized Streets, Phase 13H (Kaneohe-Haiku VII- Heeia)",2015/12/08 00:00:00+00,2017/03/15 00:00:00+00,Kipawale Pl,2017/02/17 00:00:00+00,0.000908513552257328
176,1425,13-0562-13697,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Keanu St,2015/10/08 00:00:00+00,0.001312863206221
177,1426,13-0959-12940,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Pahelehala Lp,2015/09/04 00:00:00+00,0.000701044364256101
178,1427,09-0624-6249,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kaloapau St,2013/09/20 00:00:00+00,0.00183516500432034
179,1428,09-0771-12018,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Kikoo St,2013/02/08 00:00:00+00,0.00249361591270668
180,1429,09-0624-6280,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kiilani St,2013/12/17 00:00:00+00,0.00246085267477976
181,1430,13-0342-11282,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Akoakoa St,2014/03/27 00:00:00+00,0.00181092516800506
182,1431,06-0577-12739,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Ikenakai St,2017/09/15 00:00:00+00,0.0027446341824063
183,1432,13-0562-13679,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Hardesty St,2015/08/14 00:00:00+00,0.00130260493240156
184,1433,13-0193-10137,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Pahukula Pl,2014/10/06 00:00:00+00,0.00185892760611761
185,1434,10-0009-12561,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Auina St,2013/05/20 00:00:00+00,0.000673317016136242
186,1435,13-0193-10211,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Kanakou Pl,2015/01/20 00:00:00+00,0.00163621118501608
187,1436,13-0342-11189,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Aloha Oe Dr,2014/02/11 00:00:00+00,0.00155395555147926
188,1437,09-0771-12047,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Park Row,2013/03/08 00:00:00+00,0.00058959634076651
189,1438,11-0169-10614,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Kilea Pl,2013/06/19 00:00:00+00,0.000604285004638132
190,1439,10-0465-8124,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Anapuni St,2013/03/13 00:00:00+00,0.00238534869785443
191,1440,11-0169-10658,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Muliwai Ave,2013/07/17 00:00:00+00,0.00263318917581091
192,1441,10-0352-8249,"Rehabilitation of Streets, Unit 66 (Oahu Ave, Kapahulu Ave, Atkinson Dr)",2014/06/09 00:00:00+00,2016/06/21 00:00:00+00,Kapahulu Ave,2016/02/23 00:00:00+00,0.000610140318909611
193,1442,13-0342-11282,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Akoakoa St,2014/03/27 00:00:00+00,0.000640766609201873
194,1443,09-0598-6356,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Lokahi St,2013/01/28 00:00:00+00,0.00082641337566228
195,1444,13-0959-12921,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Lihimauna Rd,2015/12/02 00:00:00+00,0.00147921603824138
196,1445,13-0342-11219,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Maunawili Rd,2014/03/06 00:00:00+00,0.00296086381124531
197,1446,14-0965-13542,"Rehabilitation of Localized Streets, Phase 15B (Nanakuli)",2016/04/12 00:00:00+00,2017/11/17 00:00:00+00,Holomalia St,2016/10/20 00:00:00+00,0.0006703371655307
198,1447,09-0624-6194,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Apele Pl,2013/10/02 00:00:00+00,0.000947983093375416
199,1448,13-0959-12990,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Maulukua Rd,2015/06/19 00:00:00+00,0.000932374929156651
200,1449,13-0342-11297,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Auwina St,2014/04/03 00:00:00+00,0.00128511518416073
201,1450,10-0401-9677,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Paikauhale St,2013/12/17 00:00:00+00,0.000535693611004278
202,1451,11-0161-8247,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Meheula Pkwy,2014/06/02 00:00:00+00,0.000991209808145013
203,1452,13-0561-13460,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Kaukama Rd,2017/01/13 00:00:00+00,0.00469411143502107
204,1453,13-0193-10145,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Ainahou St,2014/05/21 00:00:00+00,0.000678504843801135
205,1454,14-0331-12716,"Rehabilitation of Localized Streets, Phase 13F (Kaneohe Area: Keapuka)",2016/03/07 00:00:00+00,2018/01/13 00:00:00+00,Loihi St,2018/07/18 00:00:00+00,0.0012573429198812
206,1455,04-1094-3662,"Rehabilitation of Streets, Unit 25 (Lunalilo Home Road, Wailua Street, Hawaii Kai Dr, Niumalu Loop, Kamilo St, Naakea St, Kukii St, Paoo St, Opai St, Kokomo Pl., Halaula Pl, Naakea Pl., Olohena St, Hoopii Pl.)",2013/03/04 00:00:00+00,2014/03/10 00:00:00+00,Halaula Pl,2013/05/24 00:00:00+00,0.000858654301730188
207,1456,08-0453-3613,"Rehabilitation of Streets, Unit 55 (Pearl City Area)",2013/03/18 00:00:00+00,2013/10/13 00:00:00+00,Hoohiki St,2013/06/25 00:00:00+00,0.00241910887243987
208,1457,10-0465-8137,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Kaihee St,2013/03/13 00:00:00+00,0.0008016718169362
209,1458,10-0401-9602,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Kaholo Pl,2015/04/16 00:00:00+00,0.000744859003913727
210,1459,13-0562-13668,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Ahe St,2015/12/15 00:00:00+00,0.00559128461126897
211,1460,13-0193-10152,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Hahaione St,2015/05/21 00:00:00+00,0.000755300496946889
212,1461,09-0624-6185,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Akia Pl,2013/11/01 00:00:00+00,0.000785797809483961
213,1462,13-0194-10309,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Mokuone St,2015/01/29 00:00:00+00,0.000576323714469176
214,1463,10-0401-9584,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Holani St,2013/11/20 00:00:00+00,0.000655527492920782
215,1464,14-0103-12850,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Mapele Rd,2016/06/30 00:00:00+00,0.00182654627378405
216,1466,10-0401-9670,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Noholoa Lp,2013/12/09 00:00:00+00,0.00259696361316611
