objectid,fid_1,acres,tmk8_num,tmk8_alph,tmk_9,type,osds_class,x,y,soil_qty,soil_n,soil_p,soil_fc,soil_eff,soil_nflx,soil_pflx,st_qty_1,st_n_1,st_p_1,st_fc_1,st_eff_1,st_nflx_1,st_pflx_1,au_qty,au_n,au_p,au_fc,au_eff,au_nflx,au_pflx,cp_qty,cp_n,cp_p,cp_fc,cp_eff,cp_nflx,cp_pflx,ttl_osds,ttl_eff,ttl_n,ttl_p,rsk_score,towns
120,4977,0.15,49007010,49007010,149007010,CESSPOOL,Class IV,620602,2381200,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KAHALUU
121,4978,0.23,49007028,49007028,149007028,CESSPOOL,Class IV,620624,2381170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KAHALUU
122,4979,0.12,49009011,49009011,149009011,CESSPOOL,Class IV,620632,2380170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KAHALUU
123,4980,0.12,49009010,49009010,149009010,CESSPOOL,Class IV,620628,2380130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KAHALUU
124,4981,0.11,49009009,49009009,149009009,CESSPOOL,Class IV,620625,2380090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KAHALUU
125,4982,0.12,49009008,49009008,149009008,CESSPOOL,Class IV,620622,2380060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KAHALUU
126,4983,0.11,49009006,49009006,149009006,CESSPOOL,Class IV,620620,2380030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KAHALUU
127,4984,0.2,49009005,49009005,149009005,SOIL_TMT,Class I,620618,2380000,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KAHALUU
128,4985,0.12,49009004,49009004,149009004,CESSPOOL,Class IV,620615,2379980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KAHALUU
129,4986,0.12,49009003,49009003,149009003,CESSPOOL,Class IV,620602,2379960,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KAHALUU
130,4987,0.12,49009019,49009019,149009019,AEROBIC,Class III,620623,2379960,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,800,0.072672,0.024224, , , , , , , ,1,800,0.0727,0.0242,5,KAHALUU
131,4988,0.13,49009018,49009018,149009018,CESSPOOL,Class IV,620623,2379930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KAHALUU
132,4989,0.13,49009017,49009017,149009017,CESSPOOL,Class IV,620600,2379930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KAHALUU
133,4990,0.75,48003020,48003020,148003020,CESSPOOL,Class IV,619312,2377200,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KAHALUU
134,4991,0.99,48003013,48003013,148003013,CESSPOOL,Class IV,619414,2377140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KAHALUU
135,4995,0.17,48009024,48009024,148009024,SOIL_TMT,Class I,619117,2376050,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,2,KAHALUU
136,0,0.67,57003052,57003052,157003052,SOIL_TMT,Class I,602017,2399640,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,4,KOOLAULOA
137,1,0.62,57003048,57003048,157003048,MULTIPLE,Multiple,602045,2399600,2,1,2,13,1400,0.005299,0.010598,1,36,13,1000000,600,0.081756,0.029523, , , , , , , , , , , , , , ,3,2000,0.0871,0.0401,4,KOOLAULOA
138,2,0.51,57005001,57005001,157005001,CESSPOOL,Class IV,601878,2399550,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
139,3,0.77,57005002,57005002,157005002,CESSPOOL,Class IV,601873,2399530,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,4,KOOLAULOA
140,4,0.93,57005003,57005003,157005003,SOIL_TMT,Class I,601865,2399500,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,4,KOOLAULOA
141,5,0.74,57005004,57005004,157005004,CESSPOOL,Class IV,601840,2399480,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
142,6,0.15,57003037,57003037,157003037,CESSPOOL,Class IV,602246,2399470,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
143,7,0.14,57003038,57003038,157003038,SOIL_TMT,Class I,602231,2399470,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
144,8,0.31,57005010,57005010,157005010,SOIL_TMT,Class I,601678,2399350,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,4,KOOLAULOA
145,9,0.93,57005012,57005012,157005012,CESSPOOL,Class IV,601601,2399300,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
146,10,175.74,56003026,56003026,156003026,MULTIPLE,Multiple,606654,2400390,1,1,2,13,130,0.000492,0.000984, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,2,1130,0.2314,0.0653,3,KOOLAULOA
147,11,20.53,56003032,56003032,156003032,CESSPOOL,Class IV,606221,2400650,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KOOLAULOA
148,12,303.85,56002009,56002009,156002009,SOIL_TMT,Class I,607607,2399720,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
149,13,8.68,56003025,56003025,156003025,CESSPOOL,Class IV,606587,2400170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
150,14,14.89,57001027,57001027,157001027,CESSPOOL,Class IV,604152,2400050,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,3,KOOLAULOA
151,15,17.55,57001029,57001029,157001029,CESSPOOL,Class IV,603966,2399920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,3,KOOLAULOA
152,16,1.23,56003028,56003028,156003028,CESSPOOL,Class IV,606366,2400130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
153,17,1.57,56003027,56003027,156003027,SOIL_TMT,Class I,606393,2400060,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
154,18,23.15,56003038,56003038,156003038,CESSPOOL,Class IV,606098,2399700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KOOLAULOA
155,19,0.46,57003059,57003059,157003059,CESSPOOL,Class IV,601952,2399660,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KOOLAULOA
156,20,0.45,57003060,57003060,157003060,SOIL_TMT,Class I,601927,2399650,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,3,KOOLAULOA
157,21,0.39,57003061,57003061,157003061,SOIL_TMT,Class I,601904,2399630,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KOOLAULOA
158,22,0.49,57003071,57003071,157003071,CESSPOOL,Class IV,601979,2399600,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
159,23,0.4,57003064,57003064,157003064,SOIL_TMT,Class I,601929,2399570,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
160,24,0.41,57003067,57003067,157003067,SOIL_TMT,Class I,601995,2399530,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
161,25,0.43,57003068,57003068,157003068,SOIL_TMT,Class I,601973,2399520,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
162,26,0.37,57003069,57003069,157003069,CESSPOOL,Class IV,601949,2399510,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,KOOLAULOA
163,27,0.27,57003070,57003070,157003070,SOIL_TMT,Class I,601924,2399500,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KOOLAULOA
164,28,0.61,57005005,57005005,157005005,CESSPOOL,Class IV,601814,2399460,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KOOLAULOA
165,261,12.76,56006051,56006051,156006051,SOIL_TMT,Class I,606955,2397170,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KOOLAULOA
166,262,3.04,56002028,56002028,156002028,SEPTIC,Class II,609043,2397470,0,0,0,0,0,0,0,1,36,13,1000000,600,0.081756,0.029523, , , , , , , , , , , , , , ,1,600,0.0818,0.0295,3,KOOLAULOA
167,317,2.86,58001003,58001003,158001003,SOIL_TMT,Class I,601362,2398880,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,3,KOOLAULOA
168,408,1.61,56003036,56003036,156003036,CESSPOOL,Class IV,605305,2399500,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KOOLAULOA
169,409,105.93,56003001,56003001,156003001,CESSPOOL,Class IV,606641,2399120,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KOOLAULOA
170,410,248.85,56002001,56002001,156002001,SOIL_TMT,Class I,607630,2398660,1,1,2,13,130,0.000492,0.000984, , , , , , , , , , , , , , , , , , , , , ,1,130,0.0005,0.001,2,KOOLAULOA
171,411,1.67,56004001,56004001,156004001,CESSPOOL,Class IV,606805,2398860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KOOLAULOA
172,412,226.45,56005009,56005009,156005009,SOIL_TMT,Class I,607338,2397940,2,1,2,13,1130,0.004277,0.008554, , , , , , , , , , , , , , , , , , , , , ,2,1130,0.0043,0.0086,2,KOOLAULOA
173,413,10.6,56006032,56006032,156006032,CESSPOOL,Class IV,607626,2397220,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KOOLAULOA
174,414,9.81,56006048,56006048,156006048,SOIL_TMT,Class I,606870,2396780,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,2,KOOLAULOA
175,415,10.91,56006049,56006049,156006049,SOIL_TMT,Class I,606753,2396690,1,1,2,13,200,0.000757,0.001514, , , , , , , , , , , , , , , , , , , , , ,1,200,0.0008,0.0015,2,KOOLAULOA
176,416,5.17,56006038,56006038,156006038,SOIL_TMT,Class I,607218,2396620,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,2,KOOLAULOA
177,417,10.26,56006044,56006044,156006044,SOIL_TMT,Class I,606918,2396480,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,2,KOOLAULOA
178,418,5.4,56006040,56006040,156006040,SOIL_TMT,Class I,607145,2396460,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,2,KOOLAULOA
179,419,7.51,56006041,56006041,156006041,SOIL_TMT,Class I,607154,2396350,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,2,KOOLAULOA
180,420,1.41,56001032,56001032,156001032,CESSPOOL,Class IV,610328,2395870,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1200,0.277060,0.077210,1,1200,0.2771,0.0772,4,KOOLAULOA
181,431,1.07,56001030,56001030,156001030,CESSPOOL,Class IV,610418,2395830,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
182,432,1,56001012,56001012,156001012,CESSPOOL,Class IV,610448,2395820,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,4,KOOLAULOA
183,433,1,56001029,56001029,156001029,SOIL_TMT,Class I,610478,2395800,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
184,436,6.4,56002030,56002030,156002030,CESSPOOL,Class IV,608817,2397520,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KOOLAULOA
185,437,2.81,56006023,56006023,156006023,CESSPOOL,Class IV,608730,2397420,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,4,KOOLAULOA
186,438,1.04,56002014,56002014,156002014,CESSPOOL,Class IV,609137,2397290,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
187,439,1.5,56002013,56002013,156002013,SOIL_TMT,Class I,609202,2397260,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,4,KOOLAULOA
188,440,25.58,56002027,56002027,156002027,CESSPOOL,Class IV,609478,2397150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
189,441,4.55,56006016,56006016,156006016,CESSPOOL,Class IV,609215,2397130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
190,442,4.72,56001065,56001065,156001065,SOIL_TMT,Class I,609906,2396990,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,4,KOOLAULOA
191,443,2.1,56006026,56006026,156006026,SOIL_TMT,Class I,609396,2397010,1,1,2,13,540,0.002044,0.004088, , , , , , , , , , , , , , , , , , , , , ,1,540,0.002,0.0041,4,KOOLAULOA
192,444,1.05,56001063,56001063,156001063,CESSPOOL,Class IV,610083,2396990,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
193,445,5.95,56001047,56001047,156001047,CESSPOOL,Class IV,609723,2396920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
194,446,3.28,56001064,56001064,156001064,CESSPOOL,Class IV,609793,2396940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KOOLAULOA
195,447,1.08,56001049,56001049,156001049,CESSPOOL,Class IV,609998,2396930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
196,448,1.2,56001056,56001056,156001056,CESSPOOL,Class IV,609930,2396780,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KOOLAULOA
197,449,1.61,56001045,56001045,156001045,CESSPOOL,Class IV,609912,2396680,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
198,450,1.12,56001060,56001060,156001060,CESSPOOL,Class IV,609833,2396670,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KOOLAULOA
199,451,2.33,56001024,56001024,156001024,CESSPOOL,Class IV,609887,2396620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,4,KOOLAULOA
200,452,2.05,56001053,56001053,156001053,SOIL_TMT,Class I,609897,2396570,2,1,2,13,560,0.00212,0.004239, , , , , , , , , , , , , , , , , , , , , ,2,560,0.0021,0.0042,4,KOOLAULOA
201,482,435.58,56006006,56006006,156006006,MULTIPLE,Multiple,609578,2395620,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,2,1000,0.0946,0.0303,3,KOOLAULOA
202,540,1.47,56001033,56001033,156001033,CESSPOOL,Class IV,610295,2395890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,3,KOOLAULOA
203,541,1.2,56001013,56001013,156001013,CESSPOOL,Class IV,610360,2395860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
204,542,1.12,56001031,56001031,156001031,CESSPOOL,Class IV,610389,2395850,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
205,543,1.07,56001027,56001027,156001027,CESSPOOL,Class IV,610568,2395760,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,KOOLAULOA
206,544,1.16,56001026,56001026,156001026,SOIL_TMT,Class I,610595,2395740,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KOOLAULOA
207,545,8.21,56006001,56006001,156006001,SOIL_TMT,Class I,610496,2395140,2,1,2,13,795,0.003009,0.006018, , , , , , , , , , , , , , , , , , , , , ,2,795,0.003,0.006,3,KOOLAULOA
208,584,0.23,55003019,55003019,155003019,CESSPOOL,Class IV,611077,2394630,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,4,KOOLAULOA
209,585,0.25,55003037,55003037,155003037,SOIL_TMT,Class I,611136,2394610,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,4,KOOLAULOA
210,586,0.26,55003039,55003039,155003039,CESSPOOL,Class IV,611175,2394590,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,4,KOOLAULOA
211,587,0.26,55003040,55003040,155003040,SOIL_TMT,Class I,611195,2394580,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,4,KOOLAULOA
212,588,33.21,55005021,55005021,155005021,CESSPOOL,Class IV,609769,2394630,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KOOLAULOA
213,622,0.83,55009046,55009046,155009046,SOIL_TMT,Class I,610628,2394970,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
214,623,0.19,55009008,55009008,155009008,CESSPOOL,Class IV,610662,2394910,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
215,624,5.37,55009007,55009007,155009007,CESSPOOL,Class IV,610564,2394770,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
216,625,0.36,55009035,55009035,155009035,CESSPOOL,Class IV,610779,2394790,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
217,626,0.3,55009036,55009036,155009036,SOIL_TMT,Class I,610796,2394760,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,4,KOOLAULOA
218,627,0.33,55017026,55017026,155017026,SOIL_TMT,Class I,610707,2394720,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
219,628,0.23,55017036,55017036,155017036,SOIL_TMT,Class I,610646,2394700,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
220,629,0.25,55017037,55017037,155017037,SOIL_TMT,Class I,610621,2394690,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
221,630,0.42,55009038,55009038,155009038,CESSPOOL,Class IV,610809,2394680,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
222,631,0.18,55017022,55017022,155017022,CESSPOOL,Class IV,610775,2394650,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
223,632,0.18,55017029,55017029,155017029,SEPTIC,Class II,610733,2394630,0,0,0,0,0,0,0,1,36,13,1000000,1000,0.13626,0.049205, , , , , , , , , , , , , , ,1,1000,0.1363,0.0492,4,KOOLAULOA
224,633,0.3,55016051,55016051,155016051,SOIL_TMT,Class I,610820,2394580,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,4,KOOLAULOA
225,634,0.21,55017043,55017043,155017043,MULTIPLE,Multiple,610605,2394570,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,2,1200,0.1408,0.0431,4,KOOLAULOA
226,635,0.21,55017044,55017044,155017044,CESSPOOL,Class IV,610585,2394560,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
227,636,0.2,55017048,55017048,155017048,CESSPOOL,Class IV,610496,2394520,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
228,637,0.14,55017057,55017057,155017057,SOIL_TMT,Class I,610528,2394470,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,4,KOOLAULOA
229,638,0.24,55017002,55017002,155017002,SEPTIC,Class II,610555,2394450,0,0,0,0,0,0,0,1,36,13,1000000,600,0.081756,0.029523, , , , , , , , , , , , , , ,1,600,0.0818,0.0295,4,KOOLAULOA
230,657,0.24,55003202,55003202,155003202,SOIL_TMT,Class I,611478,2394300,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,4,KOOLAULOA
231,658,0.27,55010023,55010023,155010023,CESSPOOL,Class IV,612254,2394340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,3,KOOLAULOA
232,659,0.24,55010024,55010024,155010024,CESSPOOL,Class IV,612272,2394340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,3,KOOLAULOA
233,660,0.28,55010019,55010019,155010019,CESSPOOL,Class IV,612236,2394330,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KOOLAULOA
234,661,0.28,55010018,55010018,155010018,SOIL_TMT,Class I,612218,2394330,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KOOLAULOA
235,662,0.23,55010025,55010025,155010025,CESSPOOL,Class IV,612290,2394340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,3,KOOLAULOA
236,663,0.18,55010005,55010005,155010005,CESSPOOL,Class IV,612214,2394270,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,KOOLAULOA
237,664,0.23,55010026,55010026,155010026,CESSPOOL,Class IV,612308,2394340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
238,665,0.65,55011039,55011039,155011039,CESSPOOL,Class IV,611565,2394260,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KOOLAULOA
239,666,0.34,55011009,55011009,155011009,SEPTIC,Class II,611559,2394220,0,0,0,0,0,0,0,1,36,13,1000000,600,0.081756,0.029523, , , , , , , , , , , , , , ,1,600,0.0818,0.0295,4,KOOLAULOA
240,667,0.18,55011054,55011054,155011054,SOIL_TMT,Class I,611581,2394210,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,4,KOOLAULOA
